1 2
101 3
201 4
301 7
401 7
501 10
601 11
701 12
801 15
901 17
1001 17
1101 20
1201 21
1301 22
1401 24
1501 24
1601 26
1701 28
1801 30
1901 32
2001 33
2101 34
2201 52
2301 38
2401 39
2501 41
2601 42
2701 44
2801 46
2901 47
3001 47
3101 50
3201 50
3301 54
3401 55
3501 57
3601 58
3701 59
3801 61
3901 62
4001 64
4101 66
4201 67
4301 68
4401 70
4501 87
4601 73
4701 75
4801 76
4901 77
5001 78
5101 80
5201 82
5301 83
5401 100
5501 86
5601 88
5701 89
5801 91
5901 93
6001 94
6101 96
6201 97
6301 99
6401 99
6501 102
6601 103
6701 105
6801 107
6901 108
7001 109
7101 111
7201 113
7301 114
7401 115
7501 117
7601 132
7701 121
7801 122
7901 123
8001 125
8101 127
8201 128
8301 129
8401 130
8501 132
8601 133
8701 135
8801 137
8901 152
9001 140
9101 141
9201 143
9301 144
9401 145
9501 157
9601 149
9701 149
9801 151
9901 153
