1 6
2 2
3 1
4 2
5 2
6 2
7 2
8 2
9 3
10 3
11 3
12 2
13 4
14 4
15 4
16 5
17 6
18 5
19 6
20 7
21 7
22 8
23 7
24 8
25 6
26 7
27 7
28 8
29 8
30 9
31 9
32 9
33 10
34 10
35 11
36 11
37 12
38 13
39 13
40 14
41 15
42 15
43 16
44 17
45 18
46 18
47 19
48 20
49 21
50 21
51 22
52 22
53 23
54 37
55 26
56 27
57 26
58 29
59 29
60 31
61 30
62 32
63 33
64 34
65 36
66 36
67 36
68 38
69 39
70 51
71 42
72 43
73 45
74 45
75 46
76 48
77 50
78 50
79 52
80 53
81 54
82 55
83 58
84 58
85 59
86 62
87 62
88 64
89 65
90 66
91 68
92 70
93 71
94 73
95 74
96 75
97 77
98 79
99 80
100 81
