1 4
2 1
3 1
4 1
5 1
6 1
7 1
8 2
9 2
10 2
11 2
12 2
13 4
14 3
15 3
16 5
17 5
18 5
19 6
20 6
21 6
22 6
23 7
24 7
25 8
26 8
27 10
28 11
29 11
30 11
31 12
32 12
33 15
34 14
35 14
36 15
37 16
38 17
39 18
40 18
41 19
42 20
43 22
44 22
45 23
46 24
47 26
48 27
49 27
50 29
51 30
52 31
53 32
54 34
55 35
56 35
57 37
58 39
59 39
60 41
61 44
62 45
63 44
64 47
65 48
66 49
67 49
68 51
69 57
70 55
71 56
72 59
73 59
74 60
75 63
76 65
77 65
78 66
79 70
80 71
81 73
82 73
83 75
84 77
85 78
86 81
87 80
88 86
89 84
90 90
91 87
92 90
93 90
94 95
95 92
96 96
97 96
98 96
99 98
100 100
