1 4
2 2
3 1
4 1
5 1
6 1
7 2
8 1
9 2
10 1
11 3
12 2
13 3
14 4
15 4
16 5
17 5
18 5
19 5
20 5
21 5
22 5
23 8
24 5
25 7
26 6
27 7
28 11
29 9
30 8
31 8
32 10
33 29
34 11
35 12
36 12
37 12
38 13
39 13
40 14
41 15
42 16
43 16
44 17
45 18
46 18
47 19
48 20
49 21
50 21
51 22
52 23
53 23
54 25
55 26
56 27
57 30
58 28
59 29
60 30
61 31
62 31
63 33
64 34
65 35
66 37
67 37
68 38
69 40
70 41
71 42
72 53
73 44
74 45
75 46
76 47
77 53
78 50
79 52
80 53
81 54
82 55
83 57
84 68
85 60
86 68
87 62
88 67
89 65
90 67
91 68
92 70
93 71
94 73
95 74
96 76
97 100
98 79
99 80
100 82
