10 18
20 7
30 5
40 7
50 8
60 8
70 8
80 8
90 15
100 13
110 12
120 12
130 12
140 15
150 20
160 25
170 14
180 16
190 16
200 23
210 24
220 25
230 26
240 24
250 35
260 21
270 39
280 31
290 32
300 37
310 30
320 30
330 50
340 32
350 49
360 44
370 35
380 35
390 42
400 55
