1000 205
3500 827
6000 1503
8500 2408
11000 2989
13500 2522
16000 2420
18500 2838
21000 3310
23500 3701
26000 4132
28500 4611
31000 5010
33500 5422
36000 5871
38500 6306
41000 6888
43500 7337
46000 7640
48500 8158
51000 8644
53500 8898
56000 9541
58500 10131
61000 10363
63500 11179
66000 11323
68500 11920
71000 12339
73500 12865
76000 13388
78500 14029
81000 14404
83500 14768
86000 15270
88500 15682
91000 16057
93500 16703
96000 17191
98500 17496
101000 18139
103500 18582
106000 19058
108500 19633
111000 20208
113500 20512
116000 21233
118500 21434
121000 21960
123500 22514
126000 23092
128500 23517
131000 24331
133500 24556
136000 24832
138500 25342
141000 25807
143500 26482
146000 27263
148500 27599
151000 28275
153500 28769
156000 28857
158500 29465
161000 29957
163500 30529
166000 31224
168500 31672
171000 32544
173500 33321
176000 33403
178500 34233
181000 34916
183500 35394
186000 35361
188500 35844
191000 36135
193500 37026
196000 37301
198500 38338
201000 38441
203500 38614
206000 40090
208500 40105
211000 40382
213500 41645
216000 42100
218500 42278
221000 43114
223500 43713
226000 43667
228500 44110
231000 44914
233500 45398
236000 46511
238500 46491
241000 46409
243500 47983
246000 48490
248500 49534
251000 48823
253500 50043
256000 49792
258500 50216
261000 50913
263500 51364
266000 51865
268500 51873
271000 53144
273500 54117
276000 55463
278500 55660
281000 55884
283500 57322
286000 57060
288500 57294
291000 57477
293500 57644
296000 58878
298500 58924
301000 59390
303500 59960
306000 60140
308500 61442
311000 61289
313500 61773
316000 62810
318500 62759
321000 63632
323500 65178
326000 64724
328500 65879
331000 65651
333500 67981
336000 67434
338500 69409
341000 69560
343500 69569
346000 70960
348500 71479
351000 70557
353500 71413
356000 71899
358500 71994
361000 71871
363500 72707
366000 73493
368500 73387
371000 73195
373500 72935
376000 73630
378500 74764
381000 75685
383500 75657
386000 77075
388500 77797
391000 77917
393500 77672
396000 78038
398500 79973
401000 80670
403500 80827
406000 82384
408500 83637
411000 82235
413500 83241
416000 83747
418500 86507
421000 85619
423500 85180
426000 87577
428500 89200
431000 89083
433500 90433
436000 90716
438500 90458
441000 91880
443500 92387
446000 93578
448500 93702
451000 93493
453500 94301
456000 92689
458500 93753
461000 94251
463500 94827
466000 96189
468500 97664
471000 98120
473500 97299
476000 97094
478500 97748
481000 99795
483500 99236
486000 101316
488500 101581
491000 100604
493500 102402
496000 101214
498500 101229
501000 103539
503500 103797
506000 103313
508500 103999
511000 105525
513500 104434
516000 104336
518500 104671
521000 107921
523500 109253
526000 111750
528500 109722
531000 110557
533500 113075
536000 110228
538500 111767
541000 112260
543500 114413
546000 113802
548500 115976
551000 117592
553500 117745
556000 117392
558500 117701
561000 120159
563500 119690
566000 121399
568500 122188
571000 121439
573500 125641
576000 126029
578500 126433
581000 123835
583500 124394
586000 127143
588500 126289
591000 126647
593500 126278
596000 127164
598500 127410
601000 128495
603500 130481
606000 133406
608500 129969
611000 129669
613500 129738
616000 128577
618500 131160
621000 129896
623500 130527
626000 131050
628500 130389
631000 131955
633500 131033
636000 133298
638500 132526
641000 134046
643500 137717
646000 137888
648500 138219
651000 139396
653500 138369
656000 141980
658500 141444
661000 144959
663500 144615
666000 142900
668500 144391
671000 144923
673500 145574
676000 147647
678500 150920
681000 148138
683500 149184
686000 150187
688500 147659
691000 149260
693500 147864
696000 148658
698500 148859
701000 150170
703500 150483
706000 153051
708500 153459
711000 153622
713500 156562
716000 152676
718500 154542
721000 155035
723500 157239
726000 158942
728500 159479
731000 161214
733500 159835
736000 159884
738500 161045
741000 162529
743500 161943
746000 162108
748500 162384
751000 162106
753500 164482
756000 164905
758500 164594
761000 164675
763500 165952
766000 166619
768500 166651
771000 168091
773500 167822
776000 171225
778500 169610
781000 171659
783500 169677
786000 173018
788500 174608
791000 173712
793500 173246
796000 173837
798500 174410
801000 174042
803500 178717
806000 177355
808500 178024
811000 178171
813500 180472
816000 177475
818500 181285
821000 180447
823500 182410
826000 182636
828500 183871
831000 183324
833500 183115
836000 183557
838500 186614
841000 185451
843500 187104
846000 187850
848500 189321
851000 189668
853500 188612
856000 187101
858500 188255
861000 188964
863500 192040
866000 189139
868500 191519
871000 194339
873500 196577
876000 196120
878500 198701
881000 200356
883500 197155
886000 199433
888500 199897
891000 198948
893500 201290
896000 202007
898500 199463
901000 203085
903500 202665
906000 197014
908500 204762
911000 203522
913500 205570
916000 204380
918500 205673
921000 205462
923500 211421
926000 208864
928500 207737
931000 211685
933500 210473
936000 209693
938500 213560
941000 210256
943500 212706
946000 215044
948500 214063
951000 214780
953500 216435
956000 216466
958500 217782
961000 220035
963500 220876
966000 221556
968500 222563
971000 225026
973500 221814
976000 223778
978500 227024
981000 223459
983500 224320
986000 224157
988500 222354
991000 219954
993500 223050
996000 221637
998500 225671
