1000 112
26000 4226
51000 8958
76000 13262
101000 17964
126000 22461
151000 27385
176000 32720
201000 37344
226000 41708
251000 48661
276000 52067
301000 57134
326000 61410
351000 67744
376000 73565
401000 78840
426000 84708
451000 92492
476000 93581
501000 99375
526000 102684
551000 106952
576000 115482
601000 119489
626000 124793
651000 130474
676000 141818
701000 141146
726000 146554
751000 151102
776000 158148
801000 158404
826000 174208
851000 183214
876000 182556
901000 183408
926000 193271
951000 192184
976000 203699
