1000 107
26000 4083
51000 8363
76000 12773
101000 17245
126000 22190
151000 27187
176000 31665
201000 36278
226000 41964
251000 48402
276000 52461
301000 57629
326000 63233
351000 67522
376000 72593
401000 80005
426000 82722
451000 90702
476000 95610
501000 99758
526000 105353
551000 108176
576000 123532
601000 121030
626000 125027
651000 131167
676000 135104
701000 140136
726000 147851
751000 154108
776000 157963
801000 165089
826000 169868
851000 181699
876000 183767
901000 185423
926000 196118
951000 202946
976000 203355
