1000 355
3500 1320
6000 2412
8500 3843
11000 4625
13500 2821
16000 2425
18500 2858
21000 3016
23500 3789
26000 3881
28500 4397
31000 4766
33500 5806
36000 5998
38500 6566
41000 6504
43500 7163
46000 7475
48500 8950
51000 9739
53500 10393
56000 10465
58500 11734
61000 11880
63500 11228
66000 11561
68500 11381
71000 11762
73500 12463
76000 13650
78500 13657
81000 15825
83500 14271
86000 14112
88500 14874
91000 15249
93500 16829
96000 16112
98500 16905
101000 16957
103500 17743
106000 18637
108500 19217
111000 19795
113500 19525
116000 20300
118500 21047
121000 21466
123500 22099
126000 22271
128500 22393
131000 22993
133500 23196
136000 24505
138500 25192
141000 24670
143500 25814
146000 25624
148500 26051
151000 26657
153500 28202
156000 27645
158500 27639
161000 28830
163500 28043
166000 30383
168500 30385
171000 31564
173500 31548
176000 31863
178500 32771
181000 31351
183500 33250
186000 33572
188500 34767
191000 34553
193500 35279
196000 35469
198500 34981
201000 37699
203500 40136
206000 39978
208500 39528
211000 38784
213500 41713
216000 41680
218500 40143
221000 41108
223500 41908
226000 43578
228500 44300
231000 45066
233500 43600
236000 44329
238500 43579
241000 45644
243500 48833
246000 46332
248500 50038
251000 48612
253500 47642
256000 51551
258500 49074
261000 49371
263500 50704
266000 50709
268500 53540
271000 53480
273500 52578
276000 52734
278500 54210
281000 55733
283500 56638
286000 56456
288500 56282
291000 58021
293500 56357
296000 59225
298500 56209
301000 59409
303500 58891
306000 60988
308500 58263
311000 59660
313500 61191
316000 61177
318500 60346
321000 62586
323500 64089
326000 63315
328500 66729
331000 67407
333500 66807
336000 67703
338500 69960
341000 66943
343500 69557
346000 68609
348500 72925
351000 69979
353500 71147
356000 70787
358500 70827
361000 73196
363500 70900
366000 73499
368500 73320
371000 72194
373500 73144
376000 73871
378500 73287
381000 75800
383500 77211
386000 76714
388500 78425
391000 77965
393500 78293
396000 78449
398500 80050
401000 78682
403500 78300
406000 81429
408500 82037
411000 83136
413500 86021
416000 81306
418500 83770
421000 84633
423500 83688
426000 85619
428500 88139
431000 89585
433500 85774
436000 86476
438500 90013
441000 88508
443500 89825
446000 92314
448500 89338
451000 90784
453500 102164
456000 102325
458500 101169
461000 98882
463500 106998
466000 104386
468500 104132
471000 103945
473500 102191
476000 108774
478500 107533
481000 104666
483500 107890
486000 107172
488500 108199
491000 109839
493500 112541
496000 109854
498500 111691
501000 113527
503500 112774
506000 113342
508500 110711
511000 117702
513500 114220
516000 117205
518500 113106
521000 113964
523500 115314
526000 115032
528500 114939
531000 123719
533500 120294
536000 120169
538500 119828
541000 118920
543500 120266
546000 140069
548500 131299
551000 137107
553500 139282
556000 135335
558500 131014
561000 137784
563500 134326
566000 139272
568500 144669
571000 136593
573500 137324
576000 138790
578500 147310
581000 146645
583500 140672
586000 141161
588500 141721
591000 149272
593500 152439
596000 147008
598500 142524
601000 145956
603500 156933
606000 132002
608500 123016
611000 123838
613500 123669
616000 127987
618500 126172
621000 125099
623500 130979
626000 132849
628500 130359
631000 131377
633500 130416
636000 129660
638500 130211
641000 131222
643500 136198
646000 140357
648500 137723
651000 136246
653500 139924
656000 136640
658500 137389
661000 133564
663500 143805
666000 142139
668500 150257
671000 142586
673500 145927
676000 143335
678500 133430
681000 140375
683500 133241
686000 138436
688500 152936
691000 149269
693500 147959
696000 149549
698500 153396
701000 158740
703500 152011
706000 153654
708500 144331
711000 143216
713500 139862
716000 143513
718500 140560
721000 149646
723500 146681
726000 144497
728500 149472
731000 149017
733500 148821
736000 148004
738500 151214
741000 160609
743500 181630
746000 166492
748500 173001
751000 183049
753500 164823
756000 153942
758500 160368
761000 166031
763500 166235
766000 165749
768500 159721
771000 171028
773500 180570
776000 175387
778500 179662
781000 176830
783500 171793
786000 181109
788500 171532
791000 173574
793500 173815
796000 174431
798500 179135
801000 184640
803500 181860
806000 177354
808500 174625
811000 177639
813500 189805
816000 182983
818500 178775
821000 176751
823500 181531
826000 181488
828500 186024
831000 183226
833500 182255
836000 169445
838500 171760
841000 177057
843500 174541
846000 177927
848500 174470
851000 182153
853500 180615
856000 182038
858500 187960
861000 178203
863500 179501
866000 180730
868500 178984
871000 184467
873500 177645
876000 181262
878500 183501
881000 188210
883500 186129
886000 183874
888500 181661
891000 186794
893500 181526
896000 185747
898500 183676
901000 187957
903500 191991
906000 185649
908500 192293
911000 187582
913500 194217
916000 183754
918500 181132
921000 181798
923500 192264
926000 192385
928500 183992
931000 187151
933500 191773
936000 186612
938500 201561
941000 230167
943500 195428
946000 191765
948500 189663
951000 192198
953500 190759
956000 200826
958500 194009
961000 193080
963500 194497
966000 220988
968500 225401
971000 217043
973500 221574
976000 226825
978500 222027
981000 219467
983500 219021
986000 223179
988500 223783
991000 217133
993500 220341
996000 224781
998500 218243
