1 6
2 2
3 2
4 1
5 5
6 3
7 6
8 3
9 4
10 7
11 7
12 8
13 7
14 7
15 8
16 9
17 8
18 13
19 12
20 13
21 15
22 9
23 13
24 14
25 15
26 16
27 20
28 18
29 15
30 13
31 15
32 16
33 20
34 18
35 19
36 20
37 20
38 19
39 22
40 32
41 20
42 25
43 24
44 23
45 24
46 26
47 22
48 24
49 25
50 43
51 29
52 29
53 25
54 23
55 25
56 36
57 28
58 26
59 26
60 39
61 30
62 43
63 26
64 35
65 28
66 37
67 34
68 32
69 37
70 31
71 39
72 38
73 34
74 38
75 41
76 44
77 40
78 47
79 46
80 45
81 47
82 53
83 57
84 49
85 50
86 50
87 49
88 52
89 53
90 68
91 47
92 51
93 67
94 46
95 50
96 45
97 52
98 47
99 53
100 53
