1 4
2 1
3 1
4 1
5 3
6 2
7 2
8 2
9 4
10 4
11 4
12 4
13 4
14 4
15 5
16 5
17 6
18 6
19 8
20 9
21 8
22 8
23 8
24 9
25 9
26 9
27 14
28 10
29 9
30 9
31 10
32 9
33 15
34 11
35 12
36 14
37 14
38 14
39 16
40 20
41 18
42 16
43 16
44 18
45 16
46 21
47 17
48 17
49 18
50 18
51 21
52 18
53 17
54 17
55 18
56 22
57 18
58 18
59 19
60 27
61 18
62 19
63 19
64 23
65 21
66 21
67 22
68 23
69 24
70 24
71 25
72 27
73 27
74 27
75 28
76 29
77 30
78 31
79 32
80 33
81 32
82 33
83 33
84 33
85 33
86 33
87 33
88 35
89 34
90 34
91 33
92 33
93 42
94 33
95 33
96 34
97 34
98 34
99 35
100 34
