1 4
2 1
3 1
4 1
5 4
6 2
7 4
8 3
9 3
10 4
11 4
12 4
13 3
14 4
15 4
16 7
17 8
18 8
19 9
20 9
21 9
22 8
23 10
24 11
25 8
26 11
27 13
28 11
29 10
30 10
31 9
32 11
33 17
34 13
35 12
36 14
37 16
38 14
39 17
40 21
41 15
42 13
43 15
44 16
45 12
46 18
47 12
48 15
49 13
50 14
51 19
52 13
53 16
54 15
55 14
56 17
57 16
58 16
59 15
60 23
61 16
62 16
63 15
64 18
65 16
66 17
67 18
68 19
69 17
70 18
71 21
72 27
73 21
74 21
75 26
76 22
77 24
78 26
79 25
80 24
81 26
82 25
83 25
84 29
85 27
86 27
87 24
88 26
89 26
90 29
91 25
92 27
93 29
94 27
95 28
96 29
97 27
98 27
99 32
100 31
