10 42
15 119
20 216
25 412
30 733
35 1153
40 1774
45 2452
50 3458
55 2156
60 1936
65 2524
70 3133
75 3881
80 4721
85 5550
90 6780
95 7889
100 9166
105 10762
110 12681
115 14099
120 16065
125 18047
130 20405
135 22891
140 25555
145 28349
150 31520
155 34442
160 38504
165 42066
170 46428
175 50010
180 54625
185 61983
190 70642
195 69229
200 74727
205 81371
210 85879
215 93258
220 100206
225 106752
230 113616
235 121600
240 129509
245 138523
250 146091
255 155210
260 164540
265 174993
270 185789
275 194672
280 206288
285 216347
290 229332
295 240639
300 253790
