1000 103
26000 3894
51000 8075
76000 12603
101000 16095
126000 21321
151000 25253
176000 29911
201000 34516
226000 41505
251000 45984
276000 50340
301000 55477
326000 63525
351000 68858
376000 73254
401000 76157
426000 78104
451000 85905
476000 94688
501000 96042
526000 98905
551000 104883
576000 108968
601000 111760
626000 118316
651000 119662
676000 126163
701000 132275
726000 139185
751000 156306
776000 148680
801000 152850
826000 157314
851000 163542
876000 177025
901000 175781
926000 180760
951000 189477
976000 184590
