1000 111
26000 3886
51000 7834
76000 11874
101000 16403
126000 20584
151000 25795
176000 33263
201000 34054
226000 40833
251000 46111
276000 47536
301000 52809
326000 60040
351000 63749
376000 67529
401000 73958
426000 78152
451000 83485
476000 87837
501000 95718
526000 100134
551000 99876
576000 108958
601000 111378
626000 117817
651000 126135
676000 127815
701000 134877
726000 135421
751000 142541
776000 149156
801000 160075
826000 157158
851000 159789
876000 176475
901000 174542
926000 178258
951000 191656
976000 190392
