1000 406
26000 4749
51000 7766
76000 12391
101000 16200
126000 20915
151000 25803
176000 31703
201000 35516
226000 40048
251000 43691
276000 48450
301000 53608
326000 57817
351000 61515
376000 73517
401000 73147
426000 80529
451000 81621
476000 92582
501000 93293
526000 102953
551000 100544
576000 111779
601000 113797
626000 116681
651000 123945
676000 130334
701000 130670
726000 139111
751000 151218
776000 146840
801000 153437
826000 159208
851000 176204
876000 167727
901000 173964
926000 182423
951000 185723
976000 197374
