1 34
2 2
3 3
4 3
5 2
6 4
7 7
8 12
9 23
10 43
11 83
12 164
13 348
14 654
15 1340
16 2693
17 5362
18 7586
19 14218
20 28985
21 58301
22 115544
23 227468
24 457938
25 947856
